,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
673,673,673,673,"COVID-19 is getting worse by the day. Right now, it could just be numbers to us. But remember those numbers could turn into names. And those names could be our love ones. Please Stay Home and Stay Safe.",en,[],[],[],"['COVID-19', 'is', 'getting', 'worse', 'by', 'the', 'day', 'Right', 'now', 'it', 'could', 'just', 'be', 'numbers', 'to', 'us', 'But', 'remember', 'those', 'numbers', 'could', 'turn', 'into', 'names', 'And', 'those', 'names', 'could', 'be', 'our', 'love', 'ones', 'Please', 'Stay', 'Home', 'and', 'Stay', 'Safe']","['worse', 'Stay', 'getting', 'COVID-19', 'But', 'Please', 'names', 'could', 'And', 'day', 'ones', 'Home', 'us', 'remember', 'turn', 'Right', 'Safe', 'love', 'numbers']",COVID19 is getting worse by the day Right now it could just be numbers to us But remember those numbers could turn into names And those names could be our love ones Please Stay Home and Stay Safe
674,674,674,674,"#India Club Tashkent &amp; #Uzbek friends of 🇮🇳 donated 75 O2 cylinders 40 ltr,25 of 20 ltr,117 O2 flow metres &amp; 3 O2 concentrators-10 ltr for Bihar Govt to fight against Covid-19 pandemic.Ambassador @manishprabhat06 received donation w.gratitude.Cnsgnmnt expctd to reach 🇮🇳on 25 May  https://t.co/TFZxlNU6pn",en,"['#India', '#Uzbek']",['@manishprabhat06'],['https://t.co/TFZxlNU6pn'],"['India', 'Club', 'Tashkent', 'amp', 'Uzbek', 'friends', 'of', '🇮🇳', 'donated', '75', 'O2', 'cylinders', '40', 'ltr,25', 'of', '20', 'ltr,117', 'O2', 'flow', 'metres', 'amp', '3', 'O2', 'concentrators-10', 'ltr', 'for', 'Bihar', 'Govt', 'to', 'fight', 'against', 'Covid-19', 'pandemic.Ambassador', 'manishprabhat06', 'received', 'donation', 'w.gratitude.Cnsgnmnt', 'expctd', 'to', 'reach', '🇮🇳on', '25', 'May', 'https', 't.co/TFZxlNU6pn']","['metres', 'Govt', 'w.gratitude.Cnsgnmnt', 'amp', 'expctd', 'concentrators-10', '40', 'fight', 'Bihar', 'ltr,117', 'ltr,25', '75', 'reach', '3', 'pandemic.Ambassador', '🇮🇳on', 'friends', '🇮🇳', 'flow', 'donation', 'cylinders', 'manishprabhat06', 'donated', 't.co/TFZxlNU6pn', 'May', 'Uzbek', 'India', '25', '20', 'https', 'Club', 'Covid-19', 'ltr', 'received', 'O2', 'Tashkent']", Club Tashkent amp friends of 🇮🇳 donated 75 O2 cylinders 40 ltr25 of 20 ltr117 O2 flow metres amp 3 O2 concentrators10 ltr for Bihar Govt to fight against Covid19 pandemicAmbassador received donation wgratitudeCnsgnmnt expctd to reach 🇮🇳on 25 May 
675,675,675,675,"@PrabhuNs_ actually it is surprising that how fastly you control the Covid19 in district even in some areas like Dehtora(shastripuram) and some major gramins didn't follow covid protocols, Sir, are you under pressure of UP government?",en,[],['@PrabhuNs_'],[],"['PrabhuNs', 'actually', 'it', 'is', 'surprising', 'that', 'how', 'fastly', 'you', 'control', 'the', 'Covid19', 'in', 'district', 'even', 'in', 'some', 'areas', 'like', 'Dehtora', 'shastripuram', 'and', 'some', 'major', 'gramins', 'did', ""n't"", 'follow', 'covid', 'protocols', 'Sir', 'are', 'you', 'under', 'pressure', 'of', 'UP', 'government']","[""n't"", 'surprising', 'major', 'even', 'covid', 'shastripuram', 'fastly', 'protocols', 'actually', 'district', 'PrabhuNs', 'Sir', 'control', 'Dehtora', 'government', 'areas', 'pressure', 'Covid19', 'like', 'UP', 'gramins', 'follow']", actually it is surprising that how fastly you control the Covid19 in district even in some areas like Dehtora(shastripuram) and some major gramins didnt follow covid protocols Sir are you under pressure of UP government
676,676,676,676,Please Help me to amplify this 🆘 @SonuSood @SonuSoodTRFC @SonuSoodArmy @SoodFoundation @bhumu @Betaji_says @aliaa08 @zeeshan_iyc @COVID19_INDIA @covid19help_  @navyacovidalt @COVIDHelpNet @ziyaan679 @archiwomaniya  https://t.co/yHqJf9cCfG,en,[],"['@SonuSood', '@SonuSoodTRFC', '@SonuSoodArmy', '@SoodFoundation', '@bhumu', '@Betaji_says', '@aliaa08', '@zeeshan_iyc', '@COVID19_INDIA', '@covid19help_', '@navyacovidalt', '@COVIDHelpNet', '@ziyaan679', '@archiwomaniya']",['https://t.co/yHqJf9cCfG'],"['Please', 'Help', 'me', 'to', 'amplify', 'this', '🆘', 'SonuSood', 'SonuSoodTRFC', 'SonuSoodArmy', 'SoodFoundation', 'bhumu', 'Betaji_says', 'aliaa08', 'zeeshan_iyc', 'COVID19_INDIA', 'covid19help', 'navyacovidalt', 'COVIDHelpNet', 'ziyaan679', 'archiwomaniya', 'https', 't.co/yHqJf9cCfG']","['COVID19_INDIA', '🆘', 'Betaji_says', 'Help', 'ziyaan679', 'SonuSood', 'archiwomaniya', 'zeeshan_iyc', 'Please', 'aliaa08', 'covid19help', 't.co/yHqJf9cCfG', 'SonuSoodTRFC', 'bhumu', 'SoodFoundation', 'navyacovidalt', 'SonuSoodArmy', 'COVIDHelpNet', 'https', 'amplify']",Please Help me to amplify this 🆘 
677,677,677,677,Good One Well Explained By Kalyan Dileep Sunkara Garu About Krishnapatnam Ayurvedic Medicine By Anand To Cure Covid 19 👌👌👏👏💐💐  https://t.co/mF05pTH2KH,en,[],[],['https://t.co/mF05pTH2KH'],"['Good', 'One', 'Well', 'Explained', 'By', 'Kalyan', 'Dileep', 'Sunkara', 'Garu', 'About', 'Krishnapatnam', 'Ayurvedic', 'Medicine', 'By', 'Anand', 'To', 'Cure', 'Covid', '19', '👌👌👏👏💐💐', 'https', 't.co/mF05pTH2KH']","['Garu', 'Medicine', 'Anand', 'Krishnapatnam', 'To', 'Good', 'Explained', 'Well', 'Sunkara', 'By', 'Dileep', '19', 't.co/mF05pTH2KH', 'About', 'Covid', 'Cure', 'https', 'Kalyan', 'Ayurvedic', '👌👌👏👏💐💐', 'One']",Good One Well Explained By Kalyan Dileep Sunkara Garu About Krishnapatnam Ayurvedic Medicine By Anand To Cure Covid 19 👌👌👏👏💐💐 
678,678,678,678,"I am nervous &amp; jittery.  1st they said #COVID19 then came 2nd Wave, then Black Fungus &amp; now WHITE FUNGUS ?? while 3rd wave is expected soon !! Are these doctors learning or its a planned scan or benefit program to lift pharma &amp; hospital industry. So many sudden discoveries !!  https://t.co/GIemppAo9i",en,['#COVID19'],[],['https://t.co/GIemppAo9i'],"['I', 'am', 'nervous', 'amp', 'jittery', '1st', 'they', 'said', 'COVID19', 'then', 'came', '2nd', 'Wave', 'then', 'Black', 'Fungus', 'amp', 'now', 'WHITE', 'FUNGUS', 'while', '3rd', 'wave', 'is', 'expected', 'soon', 'Are', 'these', 'doctors', 'learning', 'or', 'its', 'a', 'planned', 'scan', 'or', 'benefit', 'program', 'to', 'lift', 'pharma', 'amp', 'hospital', 'industry', 'So', 'many', 'sudden', 'discoveries', 'https', 't.co/GIemppAo9i']","['FUNGUS', 'expected', 'sudden', 'learning', 'nervous', 'Black', 'amp', 'said', 'benefit', '2nd', 'pharma', '3rd', 'Are', 'industry', 'jittery', 'came', 'program', 'COVID19', 'planned', 't.co/GIemppAo9i', 'soon', 'scan', 'I', 'wave', 'many', 'doctors', 'lift', 'So', 'https', 'Wave', '1st', 'Fungus', 'WHITE', 'discoveries', 'hospital']",I am nervous amp jittery 1st they said then came 2nd Wave then Black Fungus amp now WHITE FUNGUS  while 3rd wave is expected soon  Are these doctors learning or its a planned scan or benefit program to lift pharma amp hospital industry So many sudden discoveries  
679,679,679,679,Post #covid_19 Selfie 🙏😇❤️  #actor #actorlife #shooting #drama #theatre #cinema #webseries 📽️🎬🎭❤️  https://t.co/QjanBY3aGK,en,"['#covid_19', '#actor', '#actorlife', '#shooting', '#drama', '#theatre', '#cinema', '#webseries']",[],['https://t.co/QjanBY3aGK'],"['Post', 'covid_19', 'Selfie', '🙏😇❤️', 'actor', 'actorlife', 'shooting', 'drama', 'theatre', 'cinema', 'webseries', '📽️🎬🎭❤️', 'https', 't.co/QjanBY3aGK']","['cinema', 'covid_19', 'shooting', 'theatre', '🙏😇❤️', 'https', 'actor', 'drama', 't.co/QjanBY3aGK', 'Selfie', 'Post', 'actorlife', '📽️🎬🎭❤️', 'webseries']",Post Selfie 🙏😇❤️ 📽️🎬🎭❤️ 
680,680,680,680,@BSYBJP Extended #Lockdown is not a #Solution for any #State maintain SOPS .  Like this #MiddleClass and #LowerMiddleClass people #Die.  Please #ReConsider this.   #KarnatakaLockdown #BSYediyurappa  #COVID #IndianLivesMatter  #CovidIndia  #Covid19  https://t.co/tcjfvJxpbM,en,"['#Lockdown', '#Solution', '#State', '#MiddleClass', '#LowerMiddleClass', '#Die.', '#ReConsider', '#KarnatakaLockdown', '#BSYediyurappa', '#COVID', '#IndianLivesMatter', '#CovidIndia', '#Covid19']",['@BSYBJP'],['https://t.co/tcjfvJxpbM'],"['BSYBJP', 'Extended', 'Lockdown', 'is', 'not', 'a', 'Solution', 'for', 'any', 'State', 'maintain', 'SOPS', 'Like', 'this', 'MiddleClass', 'and', 'LowerMiddleClass', 'people', 'Die', 'Please', 'ReConsider', 'this', 'KarnatakaLockdown', 'BSYediyurappa', 'COVID', 'IndianLivesMatter', 'CovidIndia', 'Covid19', 'https', 't.co/tcjfvJxpbM']","['Die', 'KarnatakaLockdown', 'Like', 'LowerMiddleClass', 'Solution', 'CovidIndia', 'ReConsider', 'BSYBJP', 'COVID', 'Please', 'BSYediyurappa', 'people', 'Extended', 't.co/tcjfvJxpbM', 'maintain', 'State', 'IndianLivesMatter', 'MiddleClass', 'SOPS', 'https', 'Covid19', 'Lockdown']", Extended is not a for any maintain SOPS  Like this and people Please this 
681,681,681,681,@sudhirchaudhary I wish you a speedy recovery @Sudhirchaudhary sir. I pray to god for your good health and  quick recovery from covid-19,en,[],"['@sudhirchaudhary', '@Sudhirchaudhary']",[],"['sudhirchaudhary', 'I', 'wish', 'you', 'a', 'speedy', 'recovery', 'Sudhirchaudhary', 'sir', 'I', 'pray', 'to', 'god', 'for', 'your', 'good', 'health', 'and', 'quick', 'recovery', 'from', 'covid-19']","['health', 'quick', 'sudhirchaudhary', 'wish', 'Sudhirchaudhary', 'sir', 'good', 'speedy', 'pray', 'recovery', 'god', 'covid-19', 'I']", I wish you a speedy recovery sir I pray to god for your good health and quick recovery from covid19
682,682,682,682,That if you skip chemotherapy during this lockdown? How will the COVID-19 pandemic affect treatment for my specific type of cancer? How will the COVID-19 pandemic affect palliative care?,en,[],[],[],"['That', 'if', 'you', 'skip', 'chemotherapy', 'during', 'this', 'lockdown', 'How', 'will', 'the', 'COVID-19', 'pandemic', 'affect', 'treatment', 'for', 'my', 'specific', 'type', 'of', 'cancer', 'How', 'will', 'the', 'COVID-19', 'pandemic', 'affect', 'palliative', 'care']","['treatment', 'type', 'lockdown', 'palliative', 'COVID-19', 'chemotherapy', 'That', 'affect', 'care', 'skip', 'pandemic', 'How', 'cancer', 'specific']",That if you skip chemotherapy during this lockdown How will the COVID19 pandemic affect treatment for my specific type of cancer How will the COVID19 pandemic affect palliative care
683,683,683,683,This is a stressful time. How do I cope? What if I have additional questions? COVID-19 Vaccine and Breast Cancer Screening Why is it important for a cancer patient to take extra care? How many days of hospitalization is preferred post your surgery?,en,[],[],[],"['This', 'is', 'a', 'stressful', 'time', 'How', 'do', 'I', 'cope', 'What', 'if', 'I', 'have', 'additional', 'questions', 'COVID-19', 'Vaccine', 'and', 'Breast', 'Cancer', 'Screening', 'Why', 'is', 'it', 'important', 'for', 'a', 'cancer', 'patient', 'to', 'take', 'extra', 'care', 'How', 'many', 'days', 'of', 'hospitalization', 'is', 'preferred', 'post', 'your', 'surgery']","['This', 'What', 'patient', 'Why', 'extra', 'time', 'cancer', 'Screening', 'COVID-19', 'important', 'How', 'stressful', 'days', 'post', 'surgery', 'Vaccine', 'hospitalization', 'I', 'additional', 'take', 'many', 'Cancer', 'care', 'questions', 'Breast', 'preferred', 'cope']",This is a stressful time How do I cope What if I have additional questions COVID19 Vaccine and Breast Cancer Screening Why is it important for a cancer patient to take extra care How many days of hospitalization is preferred post your surgery
684,684,684,684,"If I have cancer now or had it in the past, am I at higher risk of severe illness from COVID-19? If I have cancer now or had it in the past, should I get a COVID-19 vaccine? What are other ways that I can protect myself? What should I do if I have symptoms of an infection?",en,[],[],[],"['If', 'I', 'have', 'cancer', 'now', 'or', 'had', 'it', 'in', 'the', 'past', 'am', 'I', 'at', 'higher', 'risk', 'of', 'severe', 'illness', 'from', 'COVID-19', 'If', 'I', 'have', 'cancer', 'now', 'or', 'had', 'it', 'in', 'the', 'past', 'should', 'I', 'get', 'a', 'COVID-19', 'vaccine', 'What', 'are', 'other', 'ways', 'that', 'I', 'can', 'protect', 'myself', 'What', 'should', 'I', 'do', 'if', 'I', 'have', 'symptoms', 'of', 'an', 'infection']","['protect', 'vaccine', 'If', 'COVID-19', 'What', 'infection', 'ways', 'higher', 'risk', 'past', 'get', 'symptoms', 'illness', 'severe', 'cancer', 'I']",If I have cancer now or had it in the past am I at higher risk of severe illness from COVID19 If I have cancer now or had it in the past should I get a COVID19 vaccine What are other ways that I can protect myself What should I do if I have symptoms of an infection
685,685,685,685,Medicine for COVID-19 has been found by villager @ICMRDELHI @SonuSood @PMOIndia @WHO  https://t.co/oOdKSSHpMA,en,[],"['@ICMRDELHI', '@SonuSood', '@PMOIndia', '@WHO']",['https://t.co/oOdKSSHpMA'],"['Medicine', 'for', 'COVID-19', 'has', 'been', 'found', 'by', 'villager', 'ICMRDELHI', 'SonuSood', 'PMOIndia', 'WHO', 'https', 't.co/oOdKSSHpMA']","['Medicine', 'WHO', 'found', 'villager', 'PMOIndia', 'SonuSood', 'https', 'COVID-19', 'ICMRDELHI', 't.co/oOdKSSHpMA']",Medicine for COVID19 has been found by villager 
686,686,686,686,@pibchennai @PIB_India @narendramodi @AmitShahOffice @MoHFW_INDIA @Subramanian_ma  #COVID19 To Avoid Vaccination Shortage Central Govt give permission to start vaccine Manufacturing #VaccinationDrive #Approve_VaccineManufacturing_chengalpattu,en,"['#COVID19', '#VaccinationDrive', '#Approve_VaccineManufacturing_chengalpattu']","['@pibchennai', '@PIB_India', '@narendramodi', '@AmitShahOffice', '@MoHFW_INDIA', '@Subramanian_ma']",[],"['pibchennai', 'PIB_India', 'narendramodi', 'AmitShahOffice', 'MoHFW_INDIA', 'Subramanian_ma', 'COVID19', 'To', 'Avoid', 'Vaccination', 'Shortage', 'Central', 'Govt', 'give', 'permission', 'to', 'start', 'vaccine', 'Manufacturing', 'VaccinationDrive', 'Approve_VaccineManufacturing_chengalpattu']","['VaccinationDrive', 'Central', 'AmitShahOffice', 'Subramanian_ma', 'Govt', 'Vaccination', 'To', 'COVID19', 'MoHFW_INDIA', 'permission', 'Shortage', 'Avoid', 'pibchennai', 'narendramodi', 'PIB_India', 'vaccine', 'start', 'give', 'Manufacturing', 'Approve_VaccineManufacturing_chengalpattu']", To Avoid Vaccination Shortage Central Govt give permission to start vaccine Manufacturing 
687,687,687,687,@airnewsalerts Over whelemed to know about that Covid19 Recovery rate improves to 91.25 percent.,en,[],['@airnewsalerts'],[],"['airnewsalerts', 'Over', 'whelemed', 'to', 'know', 'about', 'that', 'Covid19', 'Recovery', 'rate', 'improves', 'to', '91.25', 'percent']","['Recovery', 'improves', '91.25', 'whelemed', 'rate', 'Covid19', 'know', 'percent', 'Over', 'airnewsalerts']", Over whelemed to know about that Covid19 Recovery rate improves to 9125 percent
688,688,688,688,@khanumarfa Do u have guts to say china virus or Muslim terrorist. Uneducated Journalist will not understand the problem... Due to some reason WHO kept Covid19 instead of China Virus ... For more info u can ask from ur .......,en,[],['@khanumarfa'],[],"['khanumarfa', 'Do', 'u', 'have', 'guts', 'to', 'say', 'china', 'virus', 'or', 'Muslim', 'terrorist', 'Uneducated', 'Journalist', 'will', 'not', 'understand', 'the', 'problem', 'Due', 'to', 'some', 'reason', 'WHO', 'kept', 'Covid19', 'instead', 'of', 'China', 'Virus', 'For', 'more', 'info', 'u', 'can', 'ask', 'from', 'ur']","['guts', 'China', 'Virus', 'problem', 'kept', 'Due', 'ur', 'china', 'Do', 'terrorist', 'u', 'Journalist', 'ask', 'Muslim', 'understand', 'virus', 'Uneducated', 'reason', 'For', 'WHO', 'instead', 'say', 'Covid19', 'info', 'khanumarfa']", Do u have guts to say china virus or Muslim terrorist Uneducated Journalist will not understand the problem Due to some reason WHO kept Covid19 instead of China Virus  For more info u can ask from ur 
689,689,689,689,"@narendramodi Great Service orientated work by Shri Dinesh Upadhyay Who belongs to Jaunpur, MP. Has been driving a truck for years but in the time of Covid19 he has transporting Oxgen from various parts..He had not met his family members for months  says he is more satisfied who needs Oxygen.",en,[],['@narendramodi'],[],"['narendramodi', 'Great', 'Service', 'orientated', 'work', 'by', 'Shri', 'Dinesh', 'Upadhyay', 'Who', 'belongs', 'to', 'Jaunpur', 'MP', 'Has', 'been', 'driving', 'a', 'truck', 'for', 'years', 'but', 'in', 'the', 'time', 'of', 'Covid19', 'he', 'has', 'transporting', 'Oxgen', 'from', 'various', 'parts', 'He', 'had', 'not', 'met', 'his', 'family', 'members', 'for', 'months', 'says', 'he', 'is', 'more', 'satisfied', 'who', 'needs', 'Oxygen']","['work', 'Oxygen', 'family', 'months', 'time', 'Who', 'met', 'Great', 'Jaunpur', 'says', 'Shri', 'transporting', 'belongs', 'satisfied', 'Dinesh', 'members', 'narendramodi', 'orientated', 'Service', 'Upadhyay', 'parts', 'truck', 'driving', 'needs', 'He', 'Covid19', 'various', 'Oxgen', 'years', 'MP', 'Has']", Great Service orientated work by Shri Dinesh Upadhyay Who belongs to Jaunpur MP Has been driving a truck for years but in the time of Covid19 he has transporting Oxgen from various partsHe had not met his family members for months says he is more satisfied who needs Oxygen
690,690,690,690,"@sridharamurthy7 @sincerely_epic Without vaccination and #Remdesivir ~50% of India would have been dead by now. It's because of Modi ji request, vaccine was invented by India and 98% of us are alive. Even O2 is freely available just like spaces in crematoriums, because hardly any of the people are dying... 🙏",en,['#Remdesivir'],"['@sridharamurthy7', '@sincerely_epic']",[],"['sridharamurthy7', 'sincerely_epic', 'Without', 'vaccination', 'and', 'Remdesivir', '50', 'of', 'India', 'would', 'have', 'been', 'dead', 'by', 'now', 'It', ""'s"", 'because', 'of', 'Modi', 'ji', 'request', 'vaccine', 'was', 'invented', 'by', 'India', 'and', '98', 'of', 'us', 'are', 'alive', 'Even', 'O2', 'is', 'freely', 'available', 'just', 'like', 'spaces', 'in', 'crematoriums', 'because', 'hardly', 'any', 'of', 'the', 'people', 'are', 'dying', '🙏']","['sincerely_epic', 'Modi', '50', 'sridharamurthy7', 'would', '98', 'Without', 'available', 'request', 'crematoriums', 'dying', 'Remdesivir', 'invented', 'ji', 'It', ""'s"", 'spaces', 'people', 'hardly', 'us', 'freely', 'India', 'Even', 'alive', 'vaccine', 'dead', 'like', '🙏', 'vaccination', 'O2']", Without vaccination and ~50% of India would have been dead by now Its because of Modi ji request vaccine was invented by India and 98% of us are alive Even O2 is freely available just like spaces in crematoriums because hardly any of the people are dying 🙏
