tweet,clean_tweet,hastags,attherate,urls,emojis,tokenized_Tweet,filteredToken,label
"@hardikng82 @GurpreetGumber1 @Lokhandwala_Bom @mybmc @airindiain @m_indicator @PMOIndia The most recent update says she's negative. P.s: If id have been her mom, I wouldn't have written such a mild response. All I told you was not to bother someone who is already tensed. Covid isn't a joke.",recent updat she neg mom wouldnt write mild respons told bother tens covid isnt joke ,[],"['@hardikng82', '@GurpreetGumber1', '@Lokhandwala_Bom', '@mybmc', '@airindiain', '@m_indicator', '@PMOIndia']",[],[],"['most', 'recent', 'update', 'says', 'shes', 'negative', 'ps', 'if', 'id', 'have', 'been', 'her', 'mom', 'i', 'wouldnt', 'have', 'written', 'such', 'a', 'mild', 'response', 'all', 'i', 'told', 'you', 'was', 'to', 'bother', 'someone', 'who', 'is', 'already', 'tensed', 'covid', 'isnt', 'a', 'joke']","['recent', 'update', 'say', 'shes', 'negative', 'p', 'id', 'mom', 'wouldnt', 'written', 'mild', 'response', 'told', 'bother', 'someone', 'already', 'tensed', 'covid', 'isnt', 'joke']",0
U.S. administers nearly 137 million doses of COVID-19 vaccines: CDC  https://t.co/VNspiZxt90 #Sipgrab #UnitingPeopleWithThePossibilities,administ nearli million covid vaccin cdc ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/VNspiZxt90'],[],"['us', 'administers', 'nearly', 'million', 'doses', 'of', 'covid', 'vaccines', 'cdc']","['u', 'administers', 'nearly', 'million', 'dos', 'covid', 'vaccine', 'cdc']",0
 https://t.co/Krg2QR9h7W Being a vigilant citizen of this Country I am bound to aware the seriousness of increasing Covid-19 case throughout Mumbai @CMOMaharashtra @AUThackeray @AnilDeshmukhNCP @OfficeofNM @Theakhbaar_news @ndtvindia @CPMumbaiPolice @MumbaiPolice,vigil citizen countri bound awar serious increas covid case mumbai ,[],"['@CMOMaharashtra', '@AUThackeray', '@AnilDeshmukhNCP', '@OfficeofNM', '@Theakhbaar_news', '@ndtvindia', '@CPMumbaiPolice', '@MumbaiPolice']",['https://t.co/Krg2QR9h7W'],[],"['being', 'a', 'vigilant', 'citizen', 'of', 'this', 'country', 'i', 'am', 'bound', 'to', 'aware', 'seriousness', 'of', 'increasing', 'covid', 'case', 'throughout', 'mumbai']","['vigilant', 'citizen', 'country', 'bound', 'aware', 'seriousness', 'increasing', 'covid', 'case', 'throughout', 'mumbai']",0
"Through all the ups &amp; downs,flood &amp; CoVid,if I have seen someone standing tall for the people of her constituency,it was @angkitadutta Mam You have done incredible work over the last year &amp; a half,if not more &amp; now wishing all the very best for the polling day @INCAssam @INCIndia",downsflood covidif stand tall peopl constituencyit mam incred work year halfif wish best poll day ,[],"['@angkitadutta', '@INCAssam', '@INCIndia']",[],[],"['through', 'all', 'ups', 'downsflood', 'covidif', 'i', 'have', 'seen', 'someone', 'standing', 'tall', 'for', 'people', 'of', 'her', 'constituencyit', 'was', 'mam', 'you', 'have', 'incredible', 'work', 'over', 'last', 'year', 'a', 'halfif', 'more', 'now', 'wishing', 'all', 'very', 'best', 'for', 'polling', 'day']","['ups', 'downsflood', 'covidif', 'seen', 'someone', 'standing', 'tall', 'people', 'constituencyit', 'mam', 'incredible', 'work', 'last', 'year', 'halfif', 'wishing', 'best', 'polling', 'day']",0
Chinese Black Mirror: episode 14 Xinjiang Cotton   Episode 13: vaccination.  Episode 12: Lockdown and deaths  Episode 11: Covid 19,chines black mirror episod xinjiang cotton episod vaccin episod lockdown death episod covid ,[],[],[],[],"['chinese', 'black', 'mirror', 'episode', 'xinjiang', 'cotton', 'episode', 'vaccination', 'episode', 'lockdown', 'and', 'deaths', 'episode', 'covid']","['chinese', 'black', 'mirror', 'episode', 'xinjiang', 'cotton', 'episode', 'vaccination', 'episode', 'lockdown', 'death', 'episode', 'covid']",0
@arunbothra I'm nursing student doing covid job in pune,nurs student covid job pune ,[],['@arunbothra'],[],[],"['im', 'nursing', 'student', 'doing', 'covid', 'job', 'in', 'pune']","['im', 'nursing', 'student', 'covid', 'job', 'pune']",0
"Facemask is a must during this difficult time, to protect against COVID-19 infection. #covid19awareness  #Somaliland  https://t.co/ZxqBtTlO8f",facemask difficult time protect covid infect ,"['#covid19awareness', '#Somaliland']",[],['https://t.co/ZxqBtTlO8f'],[],"['facemask', 'is', 'a', 'must', 'during', 'this', 'difficult', 'time', 'to', 'protect', 'against', 'covid', 'infection']","['facemask', 'must', 'difficult', 'time', 'protect', 'covid', 'infection']",0
"@MusaafirOnEarth @AnilDeshmukhNCP @CPMumbaiPolice @MumbaiPolice @CMOMaharashtra is so serious &amp; had declared night curfew from 28.03.2021.If there is law this Hotels, Restaurant, Sweet &amp; bakery should follow guidelines of Covid-19 to prevent spreading of Covid-19. V.B.Nagar Police r permitting dem to run so late @CPMumbaiPolice @MumbaiPolice",declar night curfew law hotel restaur sweet bakeri follow guidelin covid prevent spread covid vbnagar polic permit dem late ,[],"['@MusaafirOnEarth', '@AnilDeshmukhNCP', '@CPMumbaiPolice', '@MumbaiPolice', '@CMOMaharashtra', '@CPMumbaiPolice', '@MumbaiPolice']",[],[],"['is', 'so', 'serious', 'had', 'declared', 'night', 'curfew', 'if', 'there', 'is', 'law', 'this', 'hotels', 'restaurant', 'sweet', 'bakery', 'should', 'follow', 'guidelines', 'of', 'covid', 'to', 'prevent', 'spreading', 'of', 'covid', 'vbnagar', 'police', 'r', 'permitting', 'dem', 'to', 'so', 'late']","['serious', 'declared', 'night', 'curfew', 'law', 'hotel', 'restaurant', 'sweet', 'bakery', 'follow', 'guideline', 'covid', 'prevent', 'spreading', 'covid', 'vbnagar', 'police', 'r', 'permitting', 'dem', 'late']",0
Not much love for COVID-19 vaccine at Miami Open  https://t.co/qmwLfB6XFd #Sipgrab #UnitingPeopleWithThePossibilities,love covid vaccin miami open ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/qmwLfB6XFd'],[],"['much', 'love', 'for', 'covid', 'vaccine', 'at', 'miami', 'open']","['much', 'love', 'covid', 'vaccine', 'miami', 'open']",0
"Britons worry less about COVID and Brexit, but new concerns grow, poll shows  https://t.co/e9UIIAbr5k #Sipgrab #UnitingPeopleWithThePossibilities",briton worri covid brexit new concern grow poll show ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/e9UIIAbr5k'],[],"['britons', 'worry', 'less', 'about', 'covid', 'and', 'brexit', 'but', 'new', 'concerns', 'grow', 'poll', 'shows']","['briton', 'worry', 'le', 'covid', 'brexit', 'new', 'concern', 'grow', 'poll', 'show']",0
"I just arrived at school and noticed that the air quality is well into the green zone in Samut Prakan. I had to dig out the green flag. We haven’t flown that at school for a long time. Hopefully the good air quality will last. No need for masks now. No, wait. We still have COVID.  https://t.co/MBpV53Wmbe",arriv school notic air qualiti green zone samut prakan dig green flag havent flown school long time hope air qualiti mask wait covid ,[],[],['https://t.co/MBpV53Wmbe'],[],"['i', 'just', 'arrived', 'at', 'school', 'and', 'noticed', 'that', 'air', 'quality', 'is', 'well', 'into', 'green', 'zone', 'in', 'samut', 'prakan', 'i', 'had', 'to', 'dig', 'out', 'green', 'flag', 'we', 'haven', '’', 't', 'flown', 'that', 'at', 'school', 'for', 'a', 'long', 'time', 'hopefully', 'air', 'quality', 'will', 'last', 'no', 'for', 'masks', 'now', 'no', 'wait', 'we', 'still', 'have', 'covid']","['arrived', 'school', 'noticed', 'air', 'quality', 'well', 'green', 'zone', 'samut', 'prakan', 'dig', 'green', 'flag', 'haven’t', 'flown', 'school', 'long', 'time', 'hopefully', 'air', 'quality', 'last', 'mask', 'wait', 'still', 'covid']",0
Situations about #Covid19 Sop’s and Precautionary Measures are much better in Lahore now as compared to Previously.  Thanks You @commissionerlhr  for getting Covid Sop’s Implemented Strictly in Lahore. Much Appreciated and Best of Luck. @UsmanAKBuzdar @OfficialDPRPP @yrcpakistan,situat sop precautionari measur better lahor compar previous covid sop implement strictli lahor appreci best luck ,['#Covid19'],"['@commissionerlhr', '@UsmanAKBuzdar', '@OfficialDPRPP', '@yrcpakistan']",[],[],"['situations', 'about', 'sop', '’', 's', 'and', 'precautionary', 'measures', 'are', 'much', 'better', 'in', 'lahore', 'now', 'as', 'compared', 'to', 'previously', 'thanks', 'you', 'for', 'getting', 'covid', 'sop', '’', 's', 'implemented', 'strictly', 'in', 'lahore', 'much', 'appreciated', 'and', 'best', 'of', 'luck']","['situation', 'sop’s', 'precautionary', 'measure', 'much', 'better', 'lahore', 'compared', 'previously', 'thanks', 'getting', 'covid', 'sop’s', 'implemented', 'strictly', 'lahore', 'much', 'appreciated', 'best', 'luck']",0
Is @CMOMaharashtra is waking I am suffering from cough and get positive results of covid but no government employees are taking my call,wake suffer cough posit result covid govern employe ,[],['@CMOMaharashtra'],[],[],"['is', 'is', 'waking', 'i', 'am', 'suffering', 'cough', 'and', 'positive', 'results', 'of', 'covid', 'but', 'no', 'government', 'employees', 'are', 'taking', 'my', 'call']","['waking', 'suffering', 'cough', 'positive', 'result', 'covid', 'government', 'employee', 'taking', 'call']",0
04036 anvt-jbn holi spacial AB1 even in 2AC no handwash liquid available in any of toilet. railway should atleast take care of sanitization and all atleast in covid-19 scenario. @RailMinIndia  @PiyushGoyal  @spjdivn  @drm_kir  @_Aaj_Tak,anvtjbn holi spacial handwash liquid avail toilet railway atleast care sanit atleast covid scenario ,[],"['@RailMinIndia', '@PiyushGoyal', '@spjdivn', '@drm_kir', '@_Aaj_Tak']",[],[],"['anvtjbn', 'holi', 'spacial', 'ab', 'in', 'ac', 'no', 'handwash', 'liquid', 'available', 'in', 'any', 'of', 'toilet', 'railway', 'should', 'atleast', 'care', 'of', 'sanitization', 'and', 'all', 'atleast', 'in', 'covid', 'scenario']","['anvtjbn', 'holi', 'spacial', 'ab', 'ac', 'handwash', 'liquid', 'available', 'toilet', 'railway', 'atleast', 'care', 'sanitization', 'atleast', 'covid', 'scenario']",0
I am covid patient and of government employees taking call of mine...maharashtra government @CMOMaharashtra @OfficeofUT @narendramodi @AmitShah @myogiadityanath @MoHFW_INDIA,covid patient govern employe minemaharashtra govern ,[],"['@CMOMaharashtra', '@OfficeofUT', '@narendramodi', '@AmitShah', '@myogiadityanath', '@MoHFW_INDIA']",[],[],"['i', 'am', 'covid', 'patient', 'and', 'of', 'government', 'employees', 'taking', 'call', 'of', 'minemaharashtra', 'government']","['covid', 'patient', 'government', 'employee', 'taking', 'call', 'minemaharashtra', 'government']",0
London: Zero COVID-19 deaths ❤️,london zero covid death ,[],[],[],['❤️'],"['london', 'zero', 'covid', 'deaths']","['london', 'zero', 'covid', 'death']",0
Ticket will be issuing from this weekend. So be ready to grab your tickets as soon as possible.  only limited number of tickets will be issue due to current situation. (COVID 19).  https://t.co/OdOw3C2nVW,ticket issu weekend readi grab ticket soon possibl limit number ticket issu current situat covid ,[],[],['https://t.co/OdOw3C2nVW'],[],"['ticket', 'will', 'issuing', 'this', 'weekend', 'so', 'ready', 'to', 'grab', 'your', 'tickets', 'as', 'soon', 'as', 'possible', 'only', 'limited', 'number', 'of', 'tickets', 'will', 'issue', 'due', 'to', 'current', 'situation', 'covid']","['ticket', 'issuing', 'weekend', 'ready', 'grab', 'ticket', 'soon', 'possible', 'limited', 'number', 'ticket', 'issue', 'due', 'current', 'situation', 'covid']",0
"3rd brain 🧠 acts are real. Ulter nonsense it would be to face 3rd wave of Covid-19(00) after spending billions on VACCINATION. Still basic rules need to followed, it appears. NYTimes  https://t.co/aKcN2xUzTF",brain act real ulter nonsens face wave covid spend billion vaccin basic rule follow appear nytim ,[],[],['https://t.co/aKcN2xUzTF'],['🧠'],"['rd', 'brain', 'acts', 'are', 'real', 'ulter', 'nonsense', 'it', 'to', 'face', 'rd', 'wave', 'of', 'covid', 'after', 'spending', 'billions', 'on', 'vaccination', 'still', 'basic', 'rules', 'to', 'followed', 'it', 'appears', 'nytimes']","['rd', 'brain', 'act', 'real', 'ulter', 'nonsense', 'face', 'rd', 'wave', 'covid', 'spending', 'billion', 'vaccination', 'still', 'basic', 'rule', 'followed', 'appears', 'nytimes']",0
"Personal Finance Daily: The struggle is real to buy a home during the pandemic, and can colleges mandate COVID-19 vaccines for students?  https://t.co/jtwiwyxBeC #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",person financ daili struggl real buy home pandem colleg mandat covid vaccin student ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/jtwiwyxBeC'],[],"['personal', 'finance', 'daily', 'struggle', 'is', 'real', 'to', 'buy', 'a', 'home', 'during', 'pandemic', 'and', 'can', 'colleges', 'mandate', 'covid', 'vaccines', 'for', 'students']","['personal', 'finance', 'daily', 'struggle', 'real', 'buy', 'home', 'pandemic', 'college', 'mandate', 'covid', 'vaccine', 'student']",0
@dancingislands I mean abt the covid covishield vaccine. Not about other vaccines they give to the population,mean abt covid covishield vaccin vaccin popul ,[],['@dancingislands'],[],[],"['i', 'mean', 'abt', 'covid', 'covishield', 'vaccine', 'about', 'other', 'vaccines', 'they', 'give', 'to', 'population']","['mean', 'abt', 'covid', 'covishield', 'vaccine', 'vaccine', 'give', 'population']",0
Vaccination for 50+ has been started. Everyone please get your parents registered by sending CNIC to 1166 Please 🥺🥺 #Covid_19,vaccin start parent regist send cnic ,['#Covid_19'],[],[],"['🥺', '🥺']","['vaccination', 'for', 'has', 'been', 'started', 'everyone', 'please', 'your', 'parents', 'registered', 'by', 'sending', 'cnic', 'to', 'please']","['vaccination', 'started', 'everyone', 'please', 'parent', 'registered', 'sending', 'cnic', 'please']",0
Here's New York City's potential road to economic recovery after the Covid-19 pandemic  https://t.co/yVbjElSGL1 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,here new york citi potenti road econom recoveri covid pandem ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/yVbjElSGL1'],[],"['heres', 'new', 'york', 'citys', 'potential', 'road', 'to', 'economic', 'recovery', 'after', 'covid', 'pandemic']","['here', 'new', 'york', 'city', 'potential', 'road', 'economic', 'recovery', 'covid', 'pandemic']",0
"Chhattisgarh's COVID-19 tally rises to 3,41,516 with addition of 1,423 fresh cases, while death toll rises by 20 to reach 4,096",chhattisgarh covid talli rise addit fresh case death toll rise reach ,[],[],[],[],"['chhattisgarhs', 'covid', 'tally', 'rises', 'to', 'with', 'addition', 'of', 'fresh', 'cases', 'while', 'death', 'toll', 'rises', 'by', 'to', 'reach']","['chhattisgarhs', 'covid', 'tally', 'rise', 'addition', 'fresh', 'case', 'death', 'toll', 'rise', 'reach']",0
"A pub in the northern #Bengaluru suburbs has been shut down after 14 of its staff tested #Covid positive, an official said on Monday.  https://t.co/kxTHE9Ha7O",pub northern suburb shut staff test posit offici monday ,"['#Bengaluru', '#Covid']",[],['https://t.co/kxTHE9Ha7O'],[],"['a', 'pub', 'in', 'northern', 'suburbs', 'has', 'been', 'shut', 'down', 'after', 'of', 'its', 'staff', 'tested', 'positive', 'an', 'official', 'said', 'on', 'monday']","['pub', 'northern', 'suburb', 'shut', 'staff', 'tested', 'positive', 'official', 'said', 'monday']",0
Biden says states should reinstate mask mandates and wait to reopen businesses as Covid cases rise  https://t.co/PKaZUJEZEY #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,biden state reinstat mask mandat wait reopen busi covid case rise ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/PKaZUJEZEY'],[],"['biden', 'says', 'states', 'should', 'reinstate', 'mask', 'mandates', 'and', 'wait', 'to', 'reopen', 'businesses', 'as', 'covid', 'cases', 'rise']","['biden', 'say', 'state', 'reinstate', 'mask', 'mandate', 'wait', 'reopen', 'business', 'covid', 'case', 'rise']",0
#CoronaviruspakistanNCOC decides to further tighten lockdown due to increase in COVID cases  @OfficialNcoc #CoronavirusPakistan  https://t.co/W1ePdj7anf,decid tighten lockdown increas covid case ,"['#CoronaviruspakistanNCOC', '#CoronavirusPakistan']",['@OfficialNcoc'],['https://t.co/W1ePdj7anf'],[],"['decides', 'to', 'further', 'tighten', 'lockdown', 'due', 'to', 'increase', 'in', 'covid', 'cases']","['decides', 'tighten', 'lockdown', 'due', 'increase', 'covid', 'case']",0
