,tweet,language,hastags,attherate,urls,tokenized_Tweet
138,#Breaking Vietnam asks for foreign support in procuring COVID-19 vaccines. #CovidVaccine #coronavirus #Vietnam,en,"['#Breaking', '#CovidVaccine', '#coronavirus', '#Vietnam']",[],[],"['Breaking', 'Vietnam', 'asks', 'for', 'foreign', 'support', 'in', 'procuring', 'COVID-19', 'vaccines', 'CovidVaccine', 'coronavirus', 'Vietnam']"
139,#RadheTrailer HYPE is EXCEPTIONAL!  I hope they don’t follow #Sooryavanshi footsteps &amp; release the trailer early.  Because Trailer generates hype &amp; then the hype fades away with time.  Hope we reduce #Covid count to 10K by 15 April.   #SalmanKhan #Radhe #RadheYourMostWantedBhai  https://t.co/Utipnd7Bjy,en,"['#RadheTrailer', '#Sooryavanshi', '#Covid', '#SalmanKhan', '#Radhe', '#RadheYourMostWantedBhai']",[],['https://t.co/Utipnd7Bjy'],"['RadheTrailer', 'HYPE', 'is', 'EXCEPTIONAL', 'I', 'hope', 'they', 'don', '’', 't', 'follow', 'Sooryavanshi', 'footsteps', 'amp', 'release', 'the', 'trailer', 'early', 'Because', 'Trailer', 'generates', 'hype', 'amp', 'then', 'the', 'hype', 'fades', 'away', 'with', 'time', 'Hope', 'we', 'reduce', 'Covid', 'count', 'to', '10K', 'by', '15', 'April', 'SalmanKhan', 'Radhe', 'RadheYourMostWantedBhai', 'https', 't.co/Utipnd7Bjy']"
140,Covid 19 goes on vacation when it sees politicians campaigning for elections😛  #respect #dedication  https://t.co/XyHs4i6uCa,en,"['#respect', '#dedication']",[],['https://t.co/XyHs4i6uCa'],"['Covid', '19', 'goes', 'on', 'vacation', 'when', 'it', 'sees', 'politicians', 'campaigning', 'for', 'elections😛', 'respect', 'dedication', 'https', 't.co/XyHs4i6uCa']"
141,Travel and tourism set to witness a paradigm shift amid the Covid scare. Will India fare well?  https://t.co/yldQdjPulZ #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/yldQdjPulZ'],"['Travel', 'and', 'tourism', 'set', 'to', 'witness', 'a', 'paradigm', 'shift', 'amid', 'the', 'Covid', 'scare', 'Will', 'India', 'fare', 'well', 'https', 't.co/yldQdjPulZ', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
142,COVID-19 vaccination 2nd (COVAXIN)  https://t.co/XjDPBmSCwK,en,[],[],['https://t.co/XjDPBmSCwK'],"['COVID-19', 'vaccination', '2nd', 'COVAXIN', 'https', 't.co/XjDPBmSCwK']"
143,"Russia's COVID-19 death toll as of February crosses 225,000 - stats service  https://t.co/FXYDucUzks #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/FXYDucUzks'],"['Russia', ""'s"", 'COVID-19', 'death', 'toll', 'as', 'of', 'February', 'crosses', '225,000', 'stats', 'service', 'https', 't.co/FXYDucUzks', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
144,"@mybmc @mybmc OnePointOne has options for Giving Work from home but they wont give, asks mask on entry amd inside when some one keeps for checking they say to wear masks after they are gone we can be without masks, there are found covid postives peoples. Pls see. All are students",en,[],"['@mybmc', '@mybmc']",[],"['mybmc', 'mybmc', 'OnePointOne', 'has', 'options', 'for', 'Giving', 'Work', 'from', 'home', 'but', 'they', 'wont', 'give', 'asks', 'mask', 'on', 'entry', 'amd', 'inside', 'when', 'some', 'one', 'keeps', 'for', 'checking', 'they', 'say', 'to', 'wear', 'masks', 'after', 'they', 'are', 'gone', 'we', 'can', 'be', 'without', 'masks', 'there', 'are', 'found', 'covid', 'postives', 'peoples', 'Pls', 'see', 'All', 'are', 'students']"
145,"I would prefer not getting COVID because of this reason only. And no, you don’t need to suffer from severe Covid to get these lungs - those with minor to moderate infection can also have bad long COVID19. So those who think they will not have a problem are in La La Land.",en,[],[],[],"['I', 'would', 'prefer', 'not', 'getting', 'COVID', 'because', 'of', 'this', 'reason', 'only', 'And', 'no', 'you', 'don', '’', 't', 'need', 'to', 'suffer', 'from', 'severe', 'Covid', 'to', 'get', 'these', 'lungs', 'those', 'with', 'minor', 'to', 'moderate', 'infection', 'can', 'also', 'have', 'bad', 'long', 'COVID19', 'So', 'those', 'who', 'think', 'they', 'will', 'not', 'have', 'a', 'problem', 'are', 'in', 'La', 'La', 'Land']"
146,Doctors who do duties in #covid ICUs tweet like this.,en,['#covid'],[],[],"['Doctors', 'who', 'do', 'duties', 'in', 'covid', 'ICUs', 'tweet', 'like', 'this']"
147,"Twice I wanted to type CIVIC, and my thumbs automatically typed COVID 🤔 Three times now actually with this tweet",en,[],[],[],"['Twice', 'I', 'wanted', 'to', 'type', 'CIVIC', 'and', 'my', 'thumbs', 'automatically', 'typed', 'COVID', '🤔', 'Three', 'times', 'now', 'actually', 'with', 'this', 'tweet']"
148,@DNeurosx Only X ray can show covid infection??,en,[],['@DNeurosx'],[],"['DNeurosx', 'Only', 'X', 'ray', 'can', 'show', 'covid', 'infection']"
149,@redalphababe The liars in charge will blame the ‘slump’ in fortunes in the UK on the long term effects of Covid. There had to be a distinction between the two damaging things. Allowing Brexit to do it’s own damage will have far greater impact on voters than allowing constant lies to be told.,en,[],['@redalphababe'],[],"['redalphababe', 'The', 'liars', 'in', 'charge', 'will', 'blame', 'the', '‘', 'slump', '’', 'in', 'fortunes', 'in', 'the', 'UK', 'on', 'the', 'long', 'term', 'effects', 'of', 'Covid', 'There', 'had', 'to', 'be', 'a', 'distinction', 'between', 'the', 'two', 'damaging', 'things', 'Allowing', 'Brexit', 'to', 'do', 'it', '’', 's', 'own', 'damage', 'will', 'have', 'far', 'greater', 'impact', 'on', 'voters', 'than', 'allowing', 'constant', 'lies', 'to', 'be', 'told']"
150,There gonna be strong wave in Bengal not sure of BJP but confident COVID gonna hit Bengal due to idiotic behaviour of government. #COVID #BengalElection2021 #COVIDIOTS,en,"['#COVID', '#BengalElection2021', '#COVIDIOTS']",[],[],"['There', 'gon', 'na', 'be', 'strong', 'wave', 'in', 'Bengal', 'not', 'sure', 'of', 'BJP', 'but', 'confident', 'COVID', 'gon', 'na', 'hit', 'Bengal', 'due', 'to', 'idiotic', 'behaviour', 'of', 'government', 'COVID', 'BengalElection2021', 'COVIDIOTS']"
151,11:11  Everybody turns out to be safe and happy  And covid-19 vanishes as if never existed   AMEN 🙏🤲 WHATEVER MAKES THIS TRUE,en,[],[],[],"['11:11', 'Everybody', 'turns', 'out', 'to', 'be', 'safe', 'and', 'happy', 'And', 'covid-19', 'vanishes', 'as', 'if', 'never', 'existed', 'AMEN', '🙏🤲', 'WHATEVER', 'MAKES', 'THIS', 'TRUE']"
152,"Have got stories commissioned but that requires travel and I feel scared that lockdown may get in force in view of rising Covid cases. That's the life of a freelance reporter. No security, nothing. Sometimes being driven by passion takes toll on you personally.",en,[],[],[],"['Have', 'got', 'stories', 'commissioned', 'but', 'that', 'requires', 'travel', 'and', 'I', 'feel', 'scared', 'that', 'lockdown', 'may', 'get', 'in', 'force', 'in', 'view', 'of', 'rising', 'Covid', 'cases', 'That', ""'s"", 'the', 'life', 'of', 'a', 'freelance', 'reporter', 'No', 'security', 'nothing', 'Sometimes', 'being', 'driven', 'by', 'passion', 'takes', 'toll', 'on', 'you', 'personally']"
153,@szarabi @PMOIndia @narendramodi Lot of money spent to spread covid.  Congratulations to our PM who is organizing gatherings in covid situation.  Health is compromised for the sake of elections,en,[],"['@szarabi', '@PMOIndia', '@narendramodi']",[],"['szarabi', 'PMOIndia', 'narendramodi', 'Lot', 'of', 'money', 'spent', 'to', 'spread', 'covid', 'Congratulations', 'to', 'our', 'PM', 'who', 'is', 'organizing', 'gatherings', 'in', 'covid', 'situation', 'Health', 'is', 'compromised', 'for', 'the', 'sake', 'of', 'elections']"
154,The World’s Largest Distributer &amp; Manufacturer of Vaccines is in Pune. Pune District has the Highest Number of #COVID Cases...!! #Irony  https://t.co/9HOelepBXL,en,"['#COVID', '#Irony']",[],['https://t.co/9HOelepBXL'],"['The', 'World', '’', 's', 'Largest', 'Distributer', 'amp', 'Manufacturer', 'of', 'Vaccines', 'is', 'in', 'Pune', 'Pune', 'District', 'has', 'the', 'Highest', 'Number', 'of', 'COVID', 'Cases', 'Irony', 'https', 't.co/9HOelepBXL']"
155,Covid vaccine selfie is in vogue. Do we really need to flaunt it....? I find little over exuberance in this though it is individual prerogative.,en,[],[],[],"['Covid', 'vaccine', 'selfie', 'is', 'in', 'vogue', 'Do', 'we', 'really', 'need', 'to', 'flaunt', 'it', 'I', 'find', 'little', 'over', 'exuberance', 'in', 'this', 'though', 'it', 'is', 'individual', 'prerogative']"
156,I'm at COVID-19 vaccination center in Riyadh  https://t.co/Oyt2YtoQpF,en,[],[],['https://t.co/Oyt2YtoQpF'],"['I', ""'m"", 'at', 'COVID-19', 'vaccination', 'center', 'in', 'Riyadh', 'https', 't.co/Oyt2YtoQpF']"
157,"I went out today for a while in the evening to meet someone, someone new. She was beautiful, inside and out. before yall jump the gun, I took all the covid precautions necessary. I had a wonderful time. ❤️❤️ Hope she did too! #EasterWeekend #KeepingFaith #FridayVibes",en,"['#EasterWeekend', '#KeepingFaith', '#FridayVibes']",[],[],"['I', 'went', 'out', 'today', 'for', 'a', 'while', 'in', 'the', 'evening', 'to', 'meet', 'someone', 'someone', 'new', 'She', 'was', 'beautiful', 'inside', 'and', 'out', 'before', 'yall', 'jump', 'the', 'gun', 'I', 'took', 'all', 'the', 'covid', 'precautions', 'necessary', 'I', 'had', 'a', 'wonderful', 'time', '❤️❤️', 'Hope', 'she', 'did', 'too', 'EasterWeekend', 'KeepingFaith', 'FridayVibes']"
158,"@PoliceIndore @jdjsindore @IndoreTalk @comindore @iShankarLalwani  Do all the Covid Restrictions doesn’t apply for Buddy’s Cafe , MG Road Indore. It’s 11:00 PM and still the Turf is operating without #COVID Protocols and #SocialDistancing  https://t.co/jTKS0OGG9P",en,"['#COVID', '#SocialDistancing']","['@PoliceIndore', '@jdjsindore', '@IndoreTalk', '@comindore', '@iShankarLalwani']",['https://t.co/jTKS0OGG9P'],"['PoliceIndore', 'jdjsindore', 'IndoreTalk', 'comindore', 'iShankarLalwani', 'Do', 'all', 'the', 'Covid', 'Restrictions', 'doesn', '’', 't', 'apply', 'for', 'Buddy', '’', 's', 'Cafe', 'MG', 'Road', 'Indore', 'It', '’', 's', '11:00', 'PM', 'and', 'still', 'the', 'Turf', 'is', 'operating', 'without', 'COVID', 'Protocols', 'and', 'SocialDistancing', 'https', 't.co/jTKS0OGG9P']"
159,"@narendramodi I respect you sir but why rallies can't be banned in prevailing covid situation, why covid protocol like social distancing is not being maintained nd very next day in voting day whether imposing covid protocol is justified...",en,[],['@narendramodi'],[],"['narendramodi', 'I', 'respect', 'you', 'sir', 'but', 'why', 'rallies', 'ca', ""n't"", 'be', 'banned', 'in', 'prevailing', 'covid', 'situation', 'why', 'covid', 'protocol', 'like', 'social', 'distancing', 'is', 'not', 'being', 'maintained', 'nd', 'very', 'next', 'day', 'in', 'voting', 'day', 'whether', 'imposing', 'covid', 'protocol', 'is', 'justified']"
160,MLB postpones rest of Nationals-Mets series due to COVID-19  https://t.co/8b5NPiEQfH #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/8b5NPiEQfH'],"['MLB', 'postpones', 'rest', 'of', 'Nationals-Mets', 'series', 'due', 'to', 'COVID-19', 'https', 't.co/8b5NPiEQfH', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
161,Today participated festival of Vaccination &amp; Took my first Dose of the #COVID19 vaccine. 🙌🏻  India’s resolve for making the country #COVID free has been strengthened by this inoculation drive.   The vaccine is completely safe and hassle free. 💯   #CovidVaccine,en,"['#COVID19', '#COVID', '#CovidVaccine']",[],[],"['Today', 'participated', 'festival', 'of', 'Vaccination', 'amp', 'Took', 'my', 'first', 'Dose', 'of', 'the', 'COVID19', 'vaccine', '🙌🏻', 'India', '’', 's', 'resolve', 'for', 'making', 'the', 'country', 'COVID', 'free', 'has', 'been', 'strengthened', 'by', 'this', 'inoculation', 'drive', 'The', 'vaccine', 'is', 'completely', 'safe', 'and', 'hassle', 'free', '💯', 'CovidVaccine']"
162,@baxirahul *Covid 19 Bed Availability BMC Helpline Number* 1/1 ☎️ *A Ward* - 022-22700007 ☎️ *B Ward* - 022-23759023 ☎️ *C Ward* - 022-22197331 ☎️ *D Ward* - 022-23835004 ☎️ *E Ward* - 022-23000150 ☎️ *F South* - 022-24177507 ☎️ *F North* - 022-24011380 ☎️ *G South* - 022-24219515,en,[],['@baxirahul'],[],"['baxirahul', 'Covid', '19', 'Bed', 'Availability', 'BMC', 'Helpline', 'Number', '1/1', '☎️', 'A', 'Ward', '022-22700007', '☎️', 'B', 'Ward', '022-23759023', '☎️', 'C', 'Ward', '022-22197331', '☎️', 'D', 'Ward', '022-23835004', '☎️', 'E', 'Ward', '022-23000150', '☎️', 'F', 'South', '022-24177507', '☎️', 'F', 'North', '022-24011380', '☎️', 'G', 'South', '022-24219515']"
163,"how many have died due to Covid-19, and how many have died due to depression and/or financial issue, yet government hasn't come up with a right plan to save the people. this is making me sad, and I pray this is just a terrible dream that we will go through once and never again.",en,[],[],[],"['how', 'many', 'have', 'died', 'due', 'to', 'Covid-19', 'and', 'how', 'many', 'have', 'died', 'due', 'to', 'depression', 'and/or', 'financial', 'issue', 'yet', 'government', 'has', ""n't"", 'come', 'up', 'with', 'a', 'right', 'plan', 'to', 'save', 'the', 'people', 'this', 'is', 'making', 'me', 'sad', 'and', 'I', 'pray', 'this', 'is', 'just', 'a', 'terrible', 'dream', 'that', 'we', 'will', 'go', 'through', 'once', 'and', 'never', 'again']"
164,"All schools, colleges and other educational institutions in Punjab to remain closed till April 15 amidst sharp spike in COVID-19 positive cases.",en,[],[],[],"['All', 'schools', 'colleges', 'and', 'other', 'educational', 'institutions', 'in', 'Punjab', 'to', 'remain', 'closed', 'till', 'April', '15', 'amidst', 'sharp', 'spike', 'in', 'COVID-19', 'positive', 'cases']"
165,Roz election rakh do bc  COVID-19 ke cases automatically kam ho jaye ge India se😂,en,[],[],[],"['Roz', 'election', 'rakh', 'do', 'bc', 'COVID-19', 'ke', 'cases', 'automatically', 'kam', 'ho', 'jaye', 'ge', 'India', 'se😂']"
166,@BesuraTaansane @kkalpu @ragiing_bull @impuni @Kavita_M57 @AparBharat @mgnayak5 Covid comes into action...wen centre dosent pay u...lol,en,[],"['@BesuraTaansane', '@kkalpu', '@ragiing_bull', '@impuni', '@Kavita_M57', '@AparBharat', '@mgnayak5']",[],"['BesuraTaansane', 'kkalpu', 'ragiing_bull', 'impuni', 'Kavita_M57', 'AparBharat', 'mgnayak5', 'Covid', 'comes', 'into', 'action', 'wen', 'centre', 'dosent', 'pay', 'u', 'lol']"
167,Once covid is over can all Healthcare officials be sent on six month paid leave please,en,[],[],[],"['Once', 'covid', 'is', 'over', 'can', 'all', 'Healthcare', 'officials', 'be', 'sent', 'on', 'six', 'month', 'paid', 'leave', 'please']"
168,"COVID-19: Mumbai local services to be suspended again? Here's what Vijay Vadettiwar has to say   https://t.co/86e9cYsBvS Source : ""Lokmat """,en,[],[],['https://t.co/86e9cYsBvS'],"['COVID-19', 'Mumbai', 'local', 'services', 'to', 'be', 'suspended', 'again', 'Here', ""'s"", 'what', 'Vijay', 'Vadettiwar', 'has', 'to', 'say', 'https', 't.co/86e9cYsBvS', 'Source', 'Lokmat']"
169,Radio talk on COVID 19 Response with City FM on 1April  https://t.co/sqpNBOVuEI,en,[],[],['https://t.co/sqpNBOVuEI'],"['Radio', 'talk', 'on', 'COVID', '19', 'Response', 'with', 'City', 'FM', 'on', '1April', 'https', 't.co/sqpNBOVuEI']"
170,@DighavkarKiran @Shahhiren77 @kshahhofficial pile of construction scrap lying on road on R K Vaidya Road outside a Khandke Bldg no  https://t.co/VuEfumFjHX’s COVID 19 times.  https://t.co/ibGdkySc7x,en,[],"['@DighavkarKiran', '@Shahhiren77', '@kshahhofficial']","['https://t.co/VuEfumFjHX’s', 'https://t.co/ibGdkySc7x']","['DighavkarKiran', 'Shahhiren77', 'kshahhofficial', 'pile', 'of', 'construction', 'scrap', 'lying', 'on', 'road', 'on', 'R', 'K', 'Vaidya', 'Road', 'outside', 'a', 'Khandke', 'Bldg', 'no', 'https', 't.co/VuEfumFjHX', '’', 's', 'COVID', '19', 'times', 'https', 't.co/ibGdkySc7x']"
171,"#UddavThackeray Uddhav Thackeray addressing the state said that he cannot rule out imposing a lock down the current covid-19 situation people have become complacent, he said rate in which cases are increasing they  will run out of health infrastructure in next 15 to 20 days.  https://t.co/Jr4AXiDnsY",en,['#UddavThackeray'],[],['https://t.co/Jr4AXiDnsY'],"['UddavThackeray', 'Uddhav', 'Thackeray', 'addressing', 'the', 'state', 'said', 'that', 'he', 'can', 'not', 'rule', 'out', 'imposing', 'a', 'lock', 'down', 'the', 'current', 'covid-19', 'situation', 'people', 'have', 'become', 'complacent', 'he', 'said', 'rate', 'in', 'which', 'cases', 'are', 'increasing', 'they', 'will', 'run', 'out', 'of', 'health', 'infrastructure', 'in', 'next', '15', 'to', '20', 'days', 'https', 't.co/Jr4AXiDnsY']"
172,Getting so many reports of Covid exploding in #Gujarat #GujaratCoronaUpdate but nobody is talking about it @DeepalTrevedie @TOIAhmedabad @ahmedabadmirror @BarodaRocksz please update on the status of Gujarat  https://t.co/4awxQcbave,en,"['#Gujarat', '#GujaratCoronaUpdate']","['@DeepalTrevedie', '@TOIAhmedabad', '@ahmedabadmirror', '@BarodaRocksz']",['https://t.co/4awxQcbave'],"['Getting', 'so', 'many', 'reports', 'of', 'Covid', 'exploding', 'in', 'Gujarat', 'GujaratCoronaUpdate', 'but', 'nobody', 'is', 'talking', 'about', 'it', 'DeepalTrevedie', 'TOIAhmedabad', 'ahmedabadmirror', 'BarodaRocksz', 'please', 'update', 'on', 'the', 'status', 'of', 'Gujarat', 'https', 't.co/4awxQcbave']"
173,Sir please give 100% Occupancy. We will educate the people and we will follow the Covid rules  @CMofKarnataka @PuneethRajkumar @SanthoshAnand15 @CMofKarnataka #WeWant100PercentOccupancy #Yuvarthnaa @CMofKarnataka #savekannadacinemas  https://t.co/Zu3sa3hOXG  @CMofKarnataka,en,"['#WeWant100PercentOccupancy', '#Yuvarthnaa', '#savekannadacinemas']","['@CMofKarnataka', '@PuneethRajkumar', '@SanthoshAnand15', '@CMofKarnataka', '@CMofKarnataka', '@CMofKarnataka']",['https://t.co/Zu3sa3hOXG'],"['Sir', 'please', 'give', '100', 'Occupancy', 'We', 'will', 'educate', 'the', 'people', 'and', 'we', 'will', 'follow', 'the', 'Covid', 'rules', 'CMofKarnataka', 'PuneethRajkumar', 'SanthoshAnand15', 'CMofKarnataka', 'WeWant100PercentOccupancy', 'Yuvarthnaa', 'CMofKarnataka', 'savekannadacinemas', 'https', 't.co/Zu3sa3hOXG', 'CMofKarnataka']"
174,@MumbaiMirror. Your channel discuss M'tra covid but don't have guts to discuss poll state covid issues where rallies done without mask you don't discuss BJP ruled states covid issues Seems ads given by BJP not to discuss shame news channels should be impartial #COVID,en,['#COVID'],['@MumbaiMirror.'],[],"['MumbaiMirror', 'Your', 'channel', 'discuss', ""M'tra"", 'covid', 'but', 'do', ""n't"", 'have', 'guts', 'to', 'discuss', 'poll', 'state', 'covid', 'issues', 'where', 'rallies', 'done', 'without', 'mask', 'you', 'do', ""n't"", 'discuss', 'BJP', 'ruled', 'states', 'covid', 'issues', 'Seems', 'ads', 'given', 'by', 'BJP', 'not', 'to', 'discuss', 'shame', 'news', 'channels', 'should', 'be', 'impartial', 'COVID']"
