,created_at,username,tweet,language,replies_count,retweets_count,likes_count,Username,Retweets
283,2021-06-18 03:32:54 India Standard Time,balgovindpasi2,PM-CARES fundis strengthening India’sfight against COVID.  - AllocatesRs41.62 crore for2 make-shift hospitals   - 250 bedded COVID Hospitals to be developed by DRDO at Murshidabad and Kalyani in West Bengal  #IndiaFightsCorona @kpmaurya1 @bpsarojmp @BJPVinodSonkar @sureshpasiBJP  https://t.co/KyvrmiwnOk,en,0.0,0.0,0,,
284,2021-06-18 03:26:08 India Standard Time,mohamedjinahali,"#MUFC have come out of COVID-19 better than expected, honestly. 🙂",en,0.0,0.0,0,,
285,2021-06-18 03:18:47 India Standard Time,suhairaseyra,"Happy birthday my kak @naniiiNI!!! Semoga diberkati umurnya dan dimurahkan rezeki. 😍😘 Habis covid kita jumpa makan nasi minyak. Eh, tiberrr.  https://t.co/EhT4OxzkM0",in,2.0,1.0,1,,
286,2021-06-18 03:13:53 India Standard Time,kentegious,Repost from @therealchrisspencer • Me in 2020: I’m about to take everything to the next level!!! #newyear  COVID-19: Really?!#kentegiouskomedy #sityoassdown #nottoday #ouch #damn @ Worldwide  https://t.co/fAx6khraJH,en,0.0,0.0,0,,
287,2021-06-18 03:05:04 India Standard Time,javidxray1973,@BaseerUlHaqIAS Need of hour otherwise we all will involves in COVID-19🦠😷,en,0.0,0.0,0,,
288,2021-06-18 02:59:34 India Standard Time,sipgrab,COVID-19 vaccines pre-prepared in syringes can be safely transported  https://t.co/hBTDhTlCJo #Nifty #sipgrab,en,0.0,0.0,0,,
289,2021-06-18 02:51:58 India Standard Time,ahmedk391,@AljawazatKSA How a person already in Kingdom on visit visa can take covid-19 vaccine ?,en,0.0,0.0,0,,
290,2021-06-18 02:42:54 India Standard Time,dirilisshakib,@DrAnjaliTai Madam there comes a village in your area whose name is Londa Here every year there is a power failure in the rain. There is no electricity here since last 3 days Covid patients are also here whose life is now just passing on oxygen concentrator If there is no ele,en,1.0,0.0,0,,
291,2021-06-18 02:40:04 India Standard Time,kap20in,Only hope that covid will end and business will grow dosent work. Only frustration. And now the 3 rd wave coming now what to do. Already in loss. Who will pay the emi. No one will help. Common person will suffer.,en,0.0,0.0,0,,
292,2021-06-18 02:40:04 India Standard Time,kap20in,"@narendramodi @PMOIndia @RBI in the 1 covid wave at least the people who pay tax got some facility like monetorium and many more. But in second wave no help.  How to do business. Shops close pay rent, pay bills, pay emi, pay salary, pay gst, how a person should survive.",en,1.0,0.0,0,,
293,2021-06-18 02:31:19 India Standard Time,sdijaved,Communicating with  #Saleem_Sarang Honoured being an active member for  formation of QURBANI CO-ORDINATION COMMITTEE (QCC) at Haj House in mumbai. Discussed the ways of carrying out Eid celebration peacefully with senior leaders whilst abiding by Covid  govt guidelines. #Bakrid  https://t.co/eoXuup1aK5,en,0.0,3.0,5,,
294,2021-06-18 02:30:18 India Standard Time,majidbajokana,Covid 19 vaccination card UAE  https://t.co/e4hXr7T0F6,en,0.0,0.0,0,,
295,2021-06-18 02:30:04 India Standard Time,wajahat1968,"@sundarpichai Sir, 🙏, please make sure your valuable Contribution millions of US Dollars reaches the deserving poor people of India, impacted by COVID-19, and NOT into the pockets of Corrupt Government’s",en,0.0,0.0,0,,
296,2021-06-23 05:28:52 India Standard Time,reza_fadh,"Ieu covid rek di kumahakeun?kalahkan gegeloan coprascapres,lila keneh jig",in,1.0,0.0,2,,
297,2021-06-23 05:13:39 India Standard Time,ukg432,"@taslimanasreen @DaEternalRebel Similarly HT news states that due to growing Covid mutations, Vaccine is likely to lose its potency. We should be cautious to see the agenda of such headlines, which are based on apprehension and possibilities, instead of concrete facts.",en,1.0,0.0,1,,
298,2021-06-23 04:53:01 India Standard Time,sarcasticlibra9,Looks like I’ll be making the 18 hour flight from SG — CA in September to cover the Primetime Emmy’s. Is it safe to say life after Covid has returned??? You could say I’m a tad EXCITED 🤩… there’s a few pics I MUST try to get. MH and CM for one!  https://t.co/vzqEulySmm,en,0.0,0.0,4,,
299,2021-06-23 04:52:35 India Standard Time,balgovindpasi2,"Reforms by Conviction and Incentives...my @LinkedIn  post on innovative policy making in the time of COVID-19, powered by the spirit of Centre-State Bhagidari.   https://t.co/OI3T7lMSs8 @kpmaurya1 @bpsarojmp @BJPVinodSonkar @sureshpasiBJP @BJPKashiKshetra @bjpgangapar  https://t.co/98wNjRuKZp",en,0.0,0.0,0,,
300,2021-06-23 04:31:03 India Standard Time,nuraizat_,Guys. I done my swab test yesterday and i got positive for covid.   Please pray for me and my family safety.,en,22.0,0.0,3,,
301,2021-06-23 03:38:03 India Standard Time,vishnoisays,India Minister of External Affairs on Life After Covid  https://t.co/RPtNVHkh0u,en,0.0,0.0,0,,
302,2021-06-23 03:34:27 India Standard Time,saroos23,It’s heartbreaking to see people are largely lined up in the pawning center to mortgage their hard earned valuables because of this #covid crisis 😔  This country badly need an economic recovery plan.,en,0.0,0.0,2,,
303,2021-06-23 03:18:55 India Standard Time,surobh,Even the covid helpline couldn’t provide an ambulance. We all tested positive but no one from government bothered to check. My reality it is a banana country and during that time we were of a mercy of no one,en,0.0,0.0,0,,
304,2021-06-23 03:17:37 India Standard Time,surobh,@Gen_VKSingh @dm_ghaziabad Sir whr the hell were u. I had tweeted and requested help for my father and even to mr @CMOfficeUP nd who not. Even the covid help line was useless and asked me to arrange things on my own and I lost my father so aap fuck off ho jaye,en,0.0,0.0,0,,
305,2021-06-23 03:03:17 India Standard Time,mayur48740529,"Willpower is the key to success. Successful people strive no matter what they feel by applying their will to overcome apathy, doubt or fear. . . . . #motivation #business #covid_19 #lifestyle #development #entrepreneur #jobvsbusiness #networkmarketing #affiliatemarketing #stock  https://t.co/Uwhg5eLrsx",en,0.0,1.0,2,,
306,2021-06-23 02:49:27 India Standard Time,_rodahidup,COVID-19 in Asia: 7-day moving average  https://t.co/FdMrOb6ls4,en,0.0,0.0,0,,
307,2021-06-23 02:26:10 India Standard Time,mayur_katheriya,"Willpower is the key to success. Successful people strive no matter what they feel by applying their will to overcome apathy, doubt or fear. . . . . #motivation #business #covid_19 #lifestyle #development #entrepreneur #jobvsbusiness #networkmarketing #affiliatemarketing #stockma  https://t.co/wi8dn0o2ZO",en,0.0,1.0,2,,
308,2021-06-23 02:21:51 India Standard Time,dedrabacon,"Call it a day. Ancur banget rasanya mood. Dengar kabar dosen favorit di kampus dulu udah ga ada, setelah berjuang ngelawan covid. Please take this as serious things, stay safe everybody. Rest easy unsung hero. Have an eternal peace and rest.🥺  https://t.co/b2upu0Z1eY",in,0.0,1.0,0,,
309,2021-06-23 02:17:23 India Standard Time,srisirisirirac2,@sirotek สัญญาณอันตราย ของประเทศไทย ได้มาถึงแล้ว รัฐบาลต้องยอมรับความเป็นจริง ว่า ประเทศไทยไม่มีศักยภาพมากพอ รับมือกับ การแพร่ระบาดของเชื้อ #Covid_19 สายพันธุ์อินเดีย แพทย์ใหญ่ หลายคน พูดจาให้ข้อมูลเกี่ยวกับ #โควิด19วันนี้ ไม่ตรงกันสักคน แล้วประชาชน อย่างพวกเรา จะเชื่อใครดี #ประยุทธ์ออกไป  https://t.co/UJgY1T9TMb,th,0.0,2.0,3,,
310,2021-06-23 02:02:11 India Standard Time,itsmeprkhar,Hw u porpose fr such ppl to give exms tking risk fr demslvs awa fr patient. There r still risks of being reinfectd wid covid or othr bacterial awa viral infections. Pls also cnsult wid gud docs b4 making sch policies. #icaiexams #caexam #SupremeCourt #Exams #Covid_19,en,1.0,0.0,2,,
311,2021-06-23 01:57:52 India Standard Time,lioneljoel13,Put me in room full of COVID. I don’t mind or care,en,0.0,0.0,0,,
312,2021-06-23 01:56:18 India Standard Time,itsmeprkhar,"U verify all u want, but dnt tell me u seriously belv dat only covid+ve r sufrng.. don't be dat inconsiderate &amp; inhuman.. @JambusariaNihar @atulguptagst I hv a fmly membr at home who is cvd -ve aftr beng in ICU fr 48 days. Still at risk, still on oxygen, still critical",en,1.0,0.0,0,,
313,2021-06-23 01:49:40 India Standard Time,itsmeprkhar,"Dear @theicai, the optout option given by you is worthless. Not only being covid +ve is a prblm, there are many post covid complications which are affecting people. y is it necessary to be covid positive after the notifcatin.. is dis all a joke to you.? #ICAI #ICAI_DENIES_JUSTICE",en,1.0,0.0,2,,
314,2021-06-23 01:29:37 India Standard Time,its_me_j2,Myanmar Junta Officials on Bangladesh Border Test COVID-19 Positive  https://t.co/FNNqwJfyQU,en,0.0,0.0,2,,
315,2021-06-23 01:12:02 India Standard Time,sec_thoddoo,✳️ COVID-19 Live Updates: 22/06/2021  @thoddoo_hc  https://t.co/oAR3a9NMvK,en,0.0,0.0,0,,
316,2021-06-25 05:26:45 India Standard Time,nguynlanht18,@Curelame ローラさん。ホーチミン市でCovid 19を止めて。,ja,0.0,0.0,1,,
317,2021-06-25 05:26:17 India Standard Time,drjamalul,Singapore Outlines Roadmap To Living With Endemic Covid-19  https://t.co/a5B3FieaMd,en,0.0,0.0,0,,
318,2021-06-25 05:18:54 India Standard Time,kiddiepax,Kenapa haritu diorang nak declare Covid as endemic? Penyakit ni bukan specialized dekat Malaysia je. Eh.,in,0.0,0.0,0,,
319,2021-06-25 04:56:13 India Standard Time,virdikuldeep,Hats off to @kunalkamra88 . 'Modi Caused a 'Covid Massacre'  https://t.co/5gfCstrLM8,en,0.0,0.0,0,,
320,2021-06-25 04:41:11 India Standard Time,amzaranuarr,Covid ni rmai suicide smpai brother yang buat antivirus yg jenis promote time nk install software pon suicide gak😭😭,in,0.0,0.0,0,,
321,2021-06-25 04:24:55 India Standard Time,zaimhq,"To think that the Covid 19 virus cannot survive for more than 10 days without a new host body. But never mind, we can keep on doing the same thing but changing the name and hope it works out differently.  https://t.co/N1A5DpPXj6",en,0.0,0.0,0,,
322,2021-06-25 04:10:40 India Standard Time,sitindaonzul,"Dulu mereka bilang gak percaya covid, sekarang mereka bilang keadaan darurat dan nyata....",in,0.0,0.0,0,,
323,2021-06-25 04:08:24 India Standard Time,yeseeeeey,"Liat berita covid di tangerang kok makin naik aja, ini sepanjang sumatera kayak hidup normal tanpa covid 🥺",in,3.0,0.0,0,,
324,2021-06-25 04:04:05 India Standard Time,shubhamdutta01,#StaySafeStayHealthy   If  you all  have any questions related to COVID-19 or Covid Vaccinetion go to  https://t.co/lOm3Z9Lk15 You can alo mail at technicalquery.covid19@gov.in Or if You are belonging form Jharkhand and using Twitter then tweet @jharkhand181  #ExpertsKiSuno,en,0.0,0.0,1,,
325,2021-06-25 03:50:02 India Standard Time,hakimlizan,Govt: PKP 3.0 berjaya mengurangkan kes harian Covid-19,in,0.0,0.0,1,,
326,2021-06-25 03:03:36 India Standard Time,cscandroth_kara,Covid details on 24.06.2021,en,0.0,0.0,0,,
327,2021-06-25 02:49:08 India Standard Time,avijit_patnaik,#TheCoronasaurusStories #COVID19 #coronavirus #stories #books #bookreview #bookstagram #booklover #kindlebooks #amazonbook #covidindia #covid_19 #CoronaCheck #CovidVaccine #book #BookReview #readingcommunity #WritingCommunity  https://t.co/k6BPlkARZv,und,0.0,1.0,1,,
328,2021-06-25 02:46:27 India Standard Time,jayanta13998620,"United Airlines, union agree against mandatory COVID-19 vaccinations for pilots  https://t.co/0xxW52fgh9",en,0.0,0.0,0,,
329,2021-06-25 02:46:11 India Standard Time,jayanta13998620,"Biden, Jill and Fauci hit road to combat COVID vaccine hesitancy  https://t.co/mh4N98moST via @MailOnline",en,0.0,0.0,0,,
330,2021-06-25 02:30:43 India Standard Time,jayanta13998620,Russia's south to demand tourists get vaccine amid COVID-19 surge  https://t.co/z79a12YEew,en,0.0,0.0,0,,
331,2021-06-25 02:06:16 India Standard Time,fairyfysha,@iQIYIofficial @iQIYIMalaysia bagi 2 minggu vip access utk semua da amik covid vaccine... heeeeeeeee~~ 😃😃  #iQIYI #iQiyiVIP #iqiyiMY  https://t.co/nwMyY2G3YM,in,0.0,0.0,0,,
332,2021-06-25 01:56:16 India Standard Time,mishranikhil09,"Sir, just for info ...anyone who is meeting PM physically is required to go for rtpcr covid test a day before and negative report is mandatory to meet him. This protocol was followed and meeting happened today ...",en,0.0,0.0,0,,
333,2021-06-25 01:46:39 India Standard Time,rajdhil81521454,@ASmerilli @AndreaOrlandosp @AMB_SEBASTIANI @ItalytoHolySee @paola_severini @Angi_tech Siamo membri della Comunità Indiana con la presente siamo a chiedere di farci rientrare in Italia dalle nostre famiglie e dai nostri affetti: siamo bloccati in India per le restrizioni Covid e rischiamo di perdere il nostro lavoro oltre a pagare affitti e spese senza essere a 🏡,it,0.0,0.0,0,,
334,2021-06-25 01:43:24 India Standard Time,rajdhil81521454,@robersperanza Siamo membri della Comunità Indiana con la presente siamo a chiedere di farci rientrare in Italia dalle nostre famiglie e dai nostri affetti: siamo bloccati in India per le restrizioni Covid e rischiamo di perdere il nostro lavoro oltre a pagare affitti e spese sen essere a casa.,it,0.0,0.0,0,,
335,2021-06-25 01:40:39 India Standard Time,nandishkumarpa1,Covid Vaccine First Does Complete 💉  https://t.co/wZZeTpo1kn,en,0.0,0.0,0,,
336,2021-06-27 05:26:53 India Standard Time,nicholas_gomez,"@MITImalaysia please don't #BLOCK me. I am a taxpaying Malaysian citizen highlighting an important matter regarding a struck off cosmetic doc Faizal Anwar taken on as @MARiiMalaysia covid ""Medical Advisor"". @AzminAli @limbanhong please help. The rakyat need answers not #BLOCKING.  https://t.co/zxIb0lKRdg",en,1.0,6.0,14,,
337,2021-06-27 05:10:31 India Standard Time,bhatiaglobal,"Walk in vaccination   Vaccination provides protection against Covid-19 hospitalisations. Covishield vaccination is available for all the adults above 18 years of age at Bhatia Global Hospital &amp; Endosurgery Institute,Ambika Vihar780/- 9.00am-5.00pm Carry your Aadhar/PAN card.",en,0.0,0.0,1,,
338,2021-06-27 05:03:25 India Standard Time,acodinach,@carmensuisse Pues que así es. Que Singapur 🇸🇬 ha empezado a definir un “road map” para lo que será vivir con este virus endémico. Entiendo que empiezan a aparcar la idea de nación “covid-free”. Y tú bien sabes que cuando aquí toman una decisión…,es,1.0,4.0,5,,
